Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
M. Caldara,23,Italy,76,85,Atalanta,CB,45,75,67,46,51,45,68,75,51,67,46,48,49,45,64,45,68,75,51,67,46,48,49,45,64,49
Alexis,31,Spain,76,76,Deportivo AlavÃ©s,RB,55,75,70,54,60,55,69,75,60,70,54,57,55,53,67,55,69,75,60,70,54,57,55,53,67,55
Diego Castro,34,Spain,76,76,Perth Glory,CF,75,52,58,76,70,75,57,52,70,58,76,75,72,76,60,75,57,52,70,58,76,75,72,76,60,72
N. Moisander,31,Finland,76,76,SV Werder Bremen,CB,67,75,74,65,70,67,71,75,70,74,65,66,63,64,70,67,71,75,70,74,65,66,63,64,70,63
A. Mounier,29,France,76,76,Panathinaikos FC,LW,75,47,56,75,70,75,56,47,70,56,75,76,72,76,60,75,56,47,70,56,75,76,72,76,60,72
GÃ¡lvez,28,Spain,76,77,SD Eibar,CDM,56,75,73,53,64,56,67,75,64,73,53,55,54,51,65,56,67,75,64,73,53,55,54,51,65,54
E. Puch,30,Chile,76,76,Pachuca,ST,74,49,59,74,70,74,58,49,70,59,74,75,70,75,62,74,58,49,70,59,74,75,70,75,62,70
L. Ocampos,22,Argentina,76,83,Olympique de Marseille,RM,75,56,61,75,72,75,62,56,72,61,75,75,74,76,64,75,62,56,72,61,75,75,74,76,64,74
S. CristÃ³foro,23,Uruguay,76,80,Fiorentina,CM,67,73,75,64,72,67,72,73,72,75,64,65,61,63,71,67,72,73,72,75,64,65,61,63,71,61
J. Rodriguez,27,England,76,76,West Bromwich Albion,ST,75,47,54,76,70,75,54,47,70,54,76,75,76,75,57,75,54,47,70,54,76,75,76,75,57,76
J. Roussillon,24,France,76,81,Montpellier HÃ©rault SC,LB,72,73,73,72,72,72,75,73,72,73,72,74,70,73,75,72,75,73,72,73,72,74,70,73,75,70
S. Berghuis,25,Netherlands,76,78,Feyenoord,LW,75,46,56,75,70,75,55,46,70,56,75,75,72,76,59,75,55,46,70,56,75,75,72,76,59,72
A. Saint-Maximin,20,France,76,84,OGC Nice,LM,74,38,47,75,65,74,49,38,65,47,75,75,72,76,54,74,49,38,65,47,75,75,72,76,54,72
AntÃ´nio Chiamuloira,29,Brazil,76,76,Santos Futebol Clube,LB,51,75,69,50,58,51,67,75,58,69,50,53,53,51,65,51,67,75,58,69,50,53,53,51,65,53
VÃ­ctor VÃ¡zquez,30,Spain,76,76,Toronto FC,LM,76,50,63,73,75,76,55,50,75,63,73,73,67,73,60,76,55,50,75,63,73,73,67,73,60,67
K. Toko-Ekambi,24,Cameroon,76,79,Angers SCO,LM,70,40,46,73,62,70,47,40,62,46,73,72,75,74,52,70,47,40,62,46,73,72,75,74,52,75
Y. Ayoub,23,Morocco,76,81,FC Utrecht,CDM,74,67,72,73,75,74,72,67,75,72,73,75,70,74,74,74,72,67,75,72,73,75,70,74,74,70
Y. Zhirkov,33,Russia,76,76,Zenit St. Petersburg,LM,74,72,74,74,75,74,75,72,75,74,74,75,71,75,76,74,75,72,75,74,74,75,71,75,76,71
A. Ekdal,27,Sweden,76,76,Hamburger SV,CB,73,68,73,71,75,73,68,68,75,73,71,72,69,71,69,73,68,68,75,73,71,72,69,71,69,69
JoÃ£o Pereira,33,Portugal,76,76,Trabzonspor,RB,71,71,73,70,72,71,75,71,72,73,70,73,66,72,75,71,75,71,72,73,70,73,66,72,75,66
L. Baal,31,France,76,76,Stade Rennais FC,LM,63,73,73,60,66,63,75,73,66,73,60,67,58,64,75,63,75,73,66,73,60,67,58,64,75,58
R. Ãbila,27,Argentina,76,77,Club AtlÃ©tico HuracÃ¡n,ST,67,46,48,71,60,67,46,46,60,48,71,67,75,68,49,67,46,46,60,48,71,67,75,68,49,75
P. Diop,31,Senegal,76,76,RCD Espanyol,CM,67,76,75,67,71,67,71,76,71,75,67,66,68,65,71,67,71,76,71,75,67,66,68,65,71,68
M. DÃ­az,31,Argentina,76,76,Club AtlÃ©tico HuracÃ¡n,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Tshabalala,32,South Africa,76,76,Kaizer Chiefs,LW,75,46,57,74,71,75,57,46,71,57,74,75,70,76,61,75,57,46,71,57,74,75,70,76,61,70
L. Rossettini,32,Italy,76,76,Genoa,RB,49,75,67,50,54,49,67,75,54,67,50,50,53,48,64,49,67,75,54,67,50,50,53,48,64,53
T. Chandler,27,United States,76,77,Eintracht Frankfurt,RWB,67,75,74,69,70,67,75,75,70,74,69,71,69,69,75,67,75,75,70,74,69,71,69,69,75,69
F. Viviani,25,Italy,76,80,Ferrara (SPAL),CDM,74,68,72,72,75,74,71,68,75,72,72,74,69,73,72,74,71,68,75,72,72,74,69,73,72,69
F. KrovinoviÄ‡,21,Croatia,76,82,SL Benfica,CM,75,50,59,73,72,75,58,50,72,59,73,73,68,73,60,75,58,50,72,59,73,73,68,73,60,68
N. NikoliÄ‡,29,Hungary,76,76,Chicago Fire Soccer Club,ST,69,42,46,72,61,69,47,42,61,46,72,68,75,70,50,69,47,42,61,46,72,68,75,70,50,75
J. KurtiÄ‡,28,Slovenia,76,76,Atalanta,CF,73,75,76,73,75,73,73,75,75,76,73,72,72,71,73,73,73,75,75,76,73,72,72,71,73,72
A. MejÃ­a,28,Colombia,76,76,Club LeÃ³n,CDM,63,72,75,61,69,63,71,72,69,75,61,64,58,60,71,63,71,72,69,75,61,64,58,60,71,58
Gil Dias,20,Portugal,76,83,Fiorentina,LM,75,48,55,76,68,75,56,48,68,55,76,75,73,76,59,75,56,48,68,55,76,75,73,76,59,73
J. Locadia,23,Netherlands,76,81,PSV,LW,72,51,57,73,67,72,55,51,67,57,73,72,74,72,57,72,55,51,67,57,73,72,74,72,57,74
C. N'Doye,31,Senegal,76,76,Birmingham City,CM,71,79,78,72,75,71,74,79,75,78,72,71,75,69,74,71,74,79,75,78,72,71,75,69,74,75
Abraham,31,Spain,76,76,U.N.A.M.,CDM,72,66,74,69,75,72,70,66,75,74,69,71,65,69,71,72,70,66,75,74,69,71,65,69,71,65
T. Fosu-Mensah,19,Netherlands,76,88,Crystal Palace,RB,66,75,72,67,67,66,73,75,67,72,67,68,68,67,72,66,73,75,67,72,67,68,68,67,72,68
B. van Leer,25,Netherlands,76,79,Ajax,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
S. MeÃ¯tÃ©,23,France,76,81,AS Monaco,CM,70,75,75,68,74,70,73,75,74,75,68,70,66,68,73,70,73,75,74,75,68,70,66,68,73,66
O. Peralta,33,Mexico,76,76,Club AmÃ©rica,ST,73,54,58,74,68,73,57,54,68,58,74,72,75,72,59,73,57,54,68,58,74,72,75,72,59,75
A. Raggi,33,Italy,76,76,AS Monaco,LB,62,75,72,61,66,62,71,75,66,72,61,63,62,61,70,62,71,75,66,72,61,63,62,61,70,62
L. De Silvestri,29,Italy,76,76,Torino,RM,66,75,72,66,68,66,75,75,68,72,66,69,67,68,74,66,75,75,68,72,66,69,67,68,74,67
Ronaldo Cabrais,25,Brazil,76,76,Botafogo de Futebol e Regatas,RM,75,52,59,75,71,75,58,52,71,59,75,75,74,75,61,75,58,52,71,59,75,75,74,75,61,74
A. Paloschi,27,Italy,76,77,Ferrara (SPAL),ST,68,44,46,72,59,68,46,44,59,46,72,69,75,70,49,68,46,44,59,46,72,69,75,70,49,75
J. Damm,24,Mexico,76,79,Tigres U.A.N.L.,RWB,72,53,58,73,66,72,61,53,66,58,73,75,72,75,63,72,61,53,66,58,73,75,72,75,63,72
Guilherme,26,Brazil,76,78,RC Deportivo de La CoruÃ±a,CDM,70,74,75,69,73,70,72,74,73,75,69,68,67,68,71,70,72,74,73,75,69,68,67,68,71,67
R. Sambueza,33,Argentina,76,76,Deportivo Toluca,CM,75,60,67,73,74,75,63,60,74,67,73,75,70,74,66,75,63,60,74,67,73,75,70,74,66,70
G. Mercado,30,Argentina,76,76,Sevilla FC,RB,63,75,72,63,66,63,73,75,66,72,63,65,64,63,72,63,73,75,66,72,63,65,64,63,72,64
S. de Jong,28,Netherlands,76,76,Ajax,CAM,75,65,68,75,75,75,65,65,75,68,75,73,76,73,66,75,65,65,75,68,75,73,76,73,66,76
Zheng Zhi,36,China PR,76,76,,CB,72,72,75,70,74,72,71,72,74,75,70,71,67,70,72,72,71,72,74,75,70,71,67,70,72,67
G. Kakuta,26,DR Congo,76,76,Amiens SC Football,RM,75,49,56,75,69,75,56,49,69,56,75,75,73,76,60,75,56,49,69,56,75,75,73,76,60,73
Eltildo Correia,25,Brazil,76,76,Sociedade Esportiva Palmeiras,LB,53,75,71,54,60,53,69,75,60,71,54,56,57,53,67,53,69,75,60,71,54,56,57,53,67,57
Gabriel,20,Brazil,76,85,SL Benfica,RW,74,44,50,75,66,74,51,44,66,50,75,74,75,76,54,74,51,44,66,50,75,74,75,76,54,75
M. Kerzhakov,30,Russia,76,77,Zenit St. Petersburg,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Borini,26,Italy,76,77,Milan,ST,74,46,53,76,68,74,52,46,68,53,76,75,75,75,56,74,52,46,68,53,76,75,75,75,56,75
J. van der Heijden,29,Netherlands,76,76,Feyenoord,CB,69,75,75,66,74,69,70,75,74,75,66,66,64,64,70,69,70,75,74,75,66,66,64,64,70,64
C. Clark,27,Republic of Ireland,76,77,Newcastle United,CB,57,75,70,57,61,57,69,75,61,70,57,56,60,55,66,57,69,75,61,70,57,56,60,55,66,60
A. Musa,24,Nigeria,76,81,Leicester City,LM,74,41,49,76,66,74,54,41,66,49,76,76,75,77,57,74,54,41,66,49,76,76,75,77,57,75
J. BoÃ«tius,23,Netherlands,76,80,Feyenoord,RW,74,41,50,74,67,74,52,41,67,50,74,75,71,76,56,74,52,41,67,50,74,75,71,76,56,71
Everton AndrÃ£o,33,Brazil,76,76,Clube AtlÃ©tico Paranaense,CM,69,72,75,67,72,69,73,72,72,75,67,72,64,69,74,69,73,72,72,75,67,72,64,69,74,64
L. Cigarini,31,Italy,76,76,Cagliari,CDM,74,64,71,71,75,74,68,64,75,71,71,73,66,71,70,74,68,64,75,71,71,73,66,71,70,66
R. Meggiorini,31,Italy,76,76,Chievo Verona,ST,74,46,51,75,67,74,51,46,67,51,75,73,75,74,54,74,51,46,67,51,75,73,75,74,54,75
Michel Macedo,27,Brazil,76,77,UD Las Palmas,RB,69,73,73,68,69,69,75,73,69,73,68,72,65,70,76,69,75,73,69,73,68,72,65,70,76,65
J. Collins,33,Wales,76,76,West Ham United,CB,49,75,69,48,58,49,64,75,58,69,48,47,52,44,61,49,64,75,58,69,48,47,52,44,61,52
Serey DiÃ©,32,Ivory Coast,76,76,FC Basel,CDM,65,75,75,63,68,65,72,75,68,75,63,66,61,64,72,65,72,75,68,75,63,66,61,64,72,61
S. Proto,34,Belgium,76,76,Olympiakos CFP,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Mehmedi,26,Switzerland,76,77,Bayer 04 Leverkusen,RM,76,52,59,76,71,76,57,52,71,59,76,75,75,76,61,76,57,52,71,59,76,75,75,76,61,75
C. Erkin,28,Turkey,76,76,BeÅŸiktaÅŸ JK,LM,76,72,74,77,76,76,75,72,76,74,77,78,75,78,77,76,75,72,76,74,77,78,75,78,77,75
Ã‰der,29,Portugal,76,76,Lokomotiv Moscow,ST,73,58,60,74,69,73,58,58,69,60,74,72,75,73,60,73,58,58,69,60,74,72,75,73,60,75
Y. Benzia,22,Algeria,76,82,LOSC Lille,RW,75,53,60,75,71,75,57,53,71,60,75,74,72,74,60,75,57,53,71,60,75,74,72,74,60,72
A. Rolis,33,Chile,76,76,Universidad CatÃ³lica,CDM,61,74,75,59,68,61,70,74,68,75,59,61,59,58,70,61,70,74,68,75,59,61,59,58,70,59
Beto,35,Portugal,76,76,GÃ¶ztepe,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Pantilimon,30,Romania,76,76,RC Deportivo de La CoruÃ±a,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Lapadula,27,Italy,76,77,Genoa,ST,71,43,46,74,61,71,47,43,61,46,74,70,75,73,50,71,47,43,61,46,74,70,75,73,50,75
DÃªnildo Stein,29,Brazil,76,76,GrÃªmio Foot-Ball Porto Alegrense,CF,71,47,50,74,64,71,51,47,64,50,74,70,75,72,53,71,51,47,64,50,74,70,75,72,53,75
S. Padt,27,Netherlands,76,78,FC Groningen,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Sulejmani,28,Serbia,76,76,BSC Young Boys,LM,73,43,52,74,67,73,54,43,67,52,74,75,71,76,58,73,54,43,67,52,74,75,71,76,58,71
M. Matip,31,Cameroon,76,76,FC Ingolstadt 04,CB,56,75,70,56,60,56,70,75,60,70,56,57,58,55,68,56,70,75,60,70,56,57,58,55,68,58
L. Nguyen,30,United States,76,76,New England Revolution,RM,75,50,60,74,71,75,57,50,71,60,74,74,69,74,60,75,57,50,71,60,74,74,69,74,60,69
Y. MutÅ,24,Japan,76,81,1. FSV Mainz 05,ST,76,49,56,77,70,76,57,49,70,56,77,76,75,77,61,76,57,49,70,56,77,76,75,77,61,75
J. Altidore,27,United States,76,76,Toronto FC,ST,70,52,55,72,66,70,51,52,66,55,72,69,74,69,53,70,51,52,66,55,72,69,74,69,53,74
L. de Jong,26,Netherlands,76,77,PSV,ST,70,53,55,72,67,70,54,53,67,55,72,69,75,69,56,70,54,53,67,55,72,69,75,69,56,75
A. Trebel,26,France,76,77,RSC Anderlecht,CAM,74,65,72,72,75,74,70,65,75,72,72,74,67,73,72,74,70,65,75,72,72,74,67,73,72,67
M. Coco,21,France,76,82,En Avant de Guingamp,RM,75,51,58,75,69,75,59,51,69,58,75,75,72,76,62,75,59,51,69,58,75,75,72,76,62,72
K. Babacar,24,Senegal,76,81,Fiorentina,ST,67,45,47,72,60,67,48,45,60,47,72,67,75,69,50,67,48,45,60,47,72,67,75,69,50,75
Renato Sanches,19,Portugal,76,86,Swansea City,CM,74,73,74,75,74,74,72,73,74,74,75,74,74,73,73,74,72,73,74,74,75,74,74,73,73,74
M. Caruzzo,32,Argentina,76,76,San Lorenzo de Almagro,CB,50,75,71,46,58,50,68,75,58,71,46,51,47,47,65,50,68,75,58,71,46,51,47,47,65,47
M. Dabbur,25,Israel,76,79,FC Red Bull Salzburg,LW,74,48,53,75,68,74,52,48,68,53,75,73,75,73,55,74,52,48,68,53,75,73,75,73,55,75
Rosberto Dourado,29,Brazil,76,76,Clube AtlÃ©tico Mineiro,CAM,71,71,75,68,73,71,75,71,73,75,68,72,62,69,75,71,75,71,73,75,68,72,62,69,75,62
M. Izco,34,Argentina,76,76,Crotone,CDM,74,71,75,72,75,74,73,71,75,75,72,73,69,72,74,74,73,71,75,75,72,73,69,72,74,69
P. Aguilar,31,Mexico,76,76,Club AmÃ©rica,RB,68,72,72,68,70,68,75,72,70,72,68,71,67,70,75,68,75,72,70,72,68,71,67,70,75,67
S. MouniÃ©,22,Benin,76,83,Huddersfield Town,ST,68,58,57,71,64,68,57,58,64,57,71,68,75,69,58,68,57,58,64,57,71,68,75,69,58,75
D. Brosinski,28,Germany,76,76,1. FSV Mainz 05,RB,69,71,72,69,70,69,75,71,70,72,69,73,67,71,76,69,75,71,70,72,69,73,67,71,76,67
Roger,26,Spain,76,79,Levante UD,ST,72,47,50,74,64,72,52,47,64,50,74,72,75,74,55,72,52,47,64,50,74,72,75,74,55,75
Dyego Sousa,27,Brazil,76,76,SC Braga,ST,67,49,50,72,61,67,47,49,61,50,72,66,75,68,50,67,47,49,61,50,72,66,75,68,50,75
N. Dirar,31,Morocco,76,76,FenerbahÃ§e SK,RB,75,60,65,74,71,75,64,60,71,65,74,75,71,76,67,75,64,60,71,65,74,75,71,76,67,71
J. DÃ¡tolo,33,Argentina,76,76,Banfield,LM,75,56,64,74,73,75,62,56,73,64,74,74,70,75,65,75,62,56,73,64,74,74,70,75,65,70
S. Larsson,24,Sweden,76,79,Feyenoord,LW,76,49,60,75,72,76,57,49,72,60,75,75,71,76,61,76,57,49,72,60,75,75,71,76,61,71
B. Ketkeophomphone,27,France,76,77,Angers SCO,RM,76,42,52,76,70,76,52,42,70,52,76,77,75,77,57,76,52,42,70,52,76,77,75,77,57,75
AndrÃ©s FernÃ¡ndez,30,Spain,76,76,Villarreal CF,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Tau,23,South Africa,76,78,,CAM,74,41,51,75,67,74,52,41,67,51,75,74,71,76,56,74,52,41,67,51,75,74,71,76,56,71
A. Matri,32,Italy,76,76,Sassuolo,ST,69,46,48,72,62,69,48,46,62,48,72,68,75,69,50,69,48,46,62,48,72,68,75,69,50,75
T. Jedvaj,21,Croatia,76,84,Bayer 04 Leverkusen,RB,59,75,71,60,61,59,73,75,61,71,60,63,62,61,72,59,73,75,61,71,60,63,62,61,72,62
BÃ³veda,28,Spain,76,76,Athletic Club de Bilbao,CB,64,74,73,63,66,64,75,74,66,73,63,68,62,66,75,64,75,74,66,73,63,68,62,66,75,62
F. Lustenberger,29,Switzerland,76,76,Hertha BSC Berlin,CB,60,77,75,57,66,60,72,77,66,75,57,60,54,57,70,60,72,77,66,75,57,60,54,57,70,54
J. Ayew,25,Ghana,76,79,Swansea City,RM,74,49,54,75,68,74,53,49,68,54,75,74,75,75,57,74,53,49,68,54,75,74,75,75,57,75
M. Storari,40,Italy,76,76,Milan,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Diony,24,France,76,79,AS Saint-Ã‰tienne,ST,72,44,48,74,63,72,48,44,63,48,74,72,75,73,52,72,48,44,63,48,74,72,75,73,52,75
E. Codesto,25,Chile,76,76,Colo-Colo,RM,75,52,59,75,71,75,58,52,71,59,75,75,74,75,61,75,58,52,71,59,75,75,74,75,61,74
Riesgo,33,Spain,76,76,SD Eibar,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Andersen,22,Denmark,76,83,Grasshopper Club ZÃ¼rich,RM,75,45,55,74,70,75,55,45,70,55,74,75,70,75,59,75,55,45,70,55,74,75,70,75,59,70
A. Golovin,21,Russia,76,84,CSKA Moscow,LM,76,64,71,75,75,76,70,64,75,71,75,76,70,75,72,76,70,64,75,71,75,76,70,75,72,70
Laure Santeiro,29,Brazil,76,76,Cruzeiro,LM,75,38,51,73,67,75,50,38,67,51,73,74,68,74,54,75,50,38,67,51,73,74,68,74,54,68
HerrerÃ­n,29,Spain,76,76,Athletic Club de Bilbao,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. van der Wiel,29,Netherlands,76,76,Cagliari,RB,73,74,74,73,73,73,75,74,73,74,73,75,72,74,75,73,75,74,73,74,73,75,72,74,75,72
F. Mussis,25,Argentina,76,81,San Lorenzo de Almagro,CM,70,73,75,68,72,70,73,73,72,75,68,69,65,68,74,70,73,73,72,75,68,69,65,68,74,65
J. BÅ‚aszczykowski,31,Poland,76,76,VfL Wolfsburg,RB,75,63,68,74,73,75,68,63,73,68,74,75,71,75,70,75,68,63,73,68,74,75,71,75,70,71
L. Deaux,28,France,76,76,En Avant de Guingamp,CB,66,73,75,64,71,66,71,73,71,75,64,66,62,63,71,66,71,73,71,75,64,66,62,63,71,62
J. VukoviÄ‡,29,Serbia,76,76,Olympiakos CFP,CB,49,75,69,48,57,49,65,75,57,69,48,49,51,46,63,49,65,75,57,69,48,49,51,46,63,51
E. BiÄakÄiÄ‡,27,Bosnia Herzegovina,76,77,TSG 1899 Hoffenheim,CB,49,75,69,48,56,49,66,75,56,69,48,49,50,46,63,49,66,75,56,69,48,49,50,46,63,50
L. Spinazzola,24,Italy,76,82,Atalanta,LB,73,68,71,72,73,73,72,68,73,71,72,75,69,74,74,73,72,68,73,71,72,75,69,74,74,69
A. Knockaert,25,France,76,79,Brighton & Hove Albion,LM,75,46,54,75,69,75,53,46,69,54,75,75,72,76,57,75,53,46,69,54,75,75,72,76,57,72
P. PekarÃ­k,30,Slovakia,76,76,Hertha BSC Berlin,RB,64,71,73,62,67,64,75,71,67,73,62,68,56,65,76,64,75,71,67,73,62,68,56,65,76,56
E. Valencia,27,Ecuador,76,77,Tigres U.A.N.L.,RW,71,54,57,74,67,71,60,54,67,57,74,73,75,74,62,71,60,54,67,57,74,73,75,74,62,75
Koo Ja Cheol,28,Korea Republic,76,76,FC Augsburg,RM,75,61,65,76,73,75,65,61,73,65,76,75,74,75,67,75,65,61,73,65,76,75,74,75,67,74
G. Kashia,29,Georgia,76,76,Vitesse,CB,55,75,72,51,62,55,69,75,62,72,51,57,50,52,68,55,69,75,62,72,51,57,50,52,68,50
R. Vlaar,32,Netherlands,76,76,AZ Alkmaar,CB,56,75,72,55,63,56,64,75,63,72,55,52,58,50,62,56,64,75,63,72,55,52,58,50,62,58
S. Kums,29,Belgium,76,76,RSC Anderlecht,CDM,73,67,72,70,75,73,70,67,75,72,70,72,66,71,71,73,70,67,75,72,70,72,66,71,71,66
FÃ¡bio Martins,23,Portugal,76,82,SC Braga,RM,75,55,61,75,72,75,62,55,72,61,75,75,73,76,65,75,62,55,72,61,75,75,73,76,65,73
E. Balanta,24,Colombia,76,82,FC Basel,CB,59,75,73,58,64,59,71,75,64,73,58,62,58,58,69,59,71,75,64,73,58,62,58,58,69,58
M. Schmiedebach,28,Germany,76,76,Hannover 96,CDM,69,72,75,67,73,69,74,72,73,75,67,71,61,68,75,69,74,72,73,75,67,71,61,68,75,61
G. Peruzzi,25,Argentina,76,79,Boca Juniors,RB,64,73,73,64,67,64,75,73,67,73,64,68,61,66,75,64,75,73,67,73,64,68,61,66,75,61
MaicÃ³n,27,Brazil,76,76,Antalyaspor,RM,72,49,55,73,67,72,56,49,67,55,73,75,74,74,59,72,56,49,67,55,73,75,74,74,59,74
N. Castillo,24,Chile,76,81,U.N.A.M.,ST,69,50,53,72,64,69,49,50,64,53,72,67,75,68,51,69,49,50,64,53,72,67,75,68,51,75
L. Ã–ztunali,21,Germany,76,84,1. FSV Mainz 05,RM,74,56,62,74,70,74,62,56,70,62,74,75,72,75,65,74,62,56,70,62,74,75,72,75,65,72
M. JojiÄ‡,25,Serbia,76,79,1. FC KÃ¶ln,CDM,76,58,66,75,75,76,64,58,75,66,75,76,73,76,67,76,64,58,75,66,75,76,73,76,67,73
Santi Mina,21,Spain,76,83,Valencia CF,RM,73,59,63,75,69,73,64,59,69,63,75,75,75,76,66,73,64,59,69,63,75,75,75,76,66,75
G. Pazzini,32,Italy,76,76,Hellas Verona,ST,67,45,45,71,58,67,45,45,58,45,71,66,75,68,46,67,45,45,58,45,71,66,75,68,46,75
W. Mansila,29,Chile,76,76,Universidad de Chile,CF,71,47,50,74,64,71,51,47,64,50,74,70,75,72,53,71,51,47,64,50,74,70,75,72,53,75
M. Boselli,32,Argentina,76,76,Club LeÃ³n,ST,70,50,53,73,66,70,50,50,66,53,73,69,75,70,52,70,50,50,66,53,73,69,75,70,52,75
M. Pereyra,27,Uruguay,76,77,FC Krasnodar,RM,76,64,71,74,75,76,69,64,75,71,74,75,70,75,71,76,69,64,75,71,74,75,70,75,71,70
V. Stocker,28,Switzerland,76,76,Hertha BSC Berlin,LM,75,51,59,74,71,75,56,51,71,59,74,74,71,75,59,75,56,51,71,59,74,74,71,75,59,71
J. AÃ±or,23,Venezuela,76,86,MÃ¡laga CF,CAM,76,46,57,76,72,76,56,46,72,57,76,75,71,76,60,76,56,46,72,57,76,75,71,76,60,71
L. Antonelli,30,Italy,76,76,Milan,LB,69,75,73,69,70,69,75,75,70,73,69,71,68,70,75,69,75,75,70,73,69,71,68,70,75,68
K. ThÃ©ophile-Catherine,27,France,76,77,AS Saint-Ã‰tienne,RB,65,75,74,62,68,65,73,75,68,74,62,66,60,64,73,65,73,75,68,74,62,66,60,64,73,60
B. Embolo,20,Switzerland,76,88,FC Schalke 04,RW,75,50,56,76,70,75,53,50,70,56,76,74,75,75,57,75,53,50,70,56,76,74,75,75,57,75
A. Letellier,26,France,76,79,Angers SCO,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Hahn,26,Germany,76,77,Hamburger SV,RM,70,62,63,72,68,70,64,62,68,63,72,72,75,72,66,70,64,62,68,63,72,72,75,72,66,75
A. Duncan,24,Ghana,76,82,Sassuolo,CM,72,75,77,71,75,72,76,75,75,77,71,73,70,71,76,72,76,75,75,77,71,73,70,71,76,70
M. Stendera,21,Germany,76,85,Eintracht Frankfurt,CDM,75,58,65,74,73,75,63,58,73,65,74,73,70,74,66,75,63,58,73,65,74,73,70,74,66,70
A. Ranocchia,29,Italy,76,76,Inter,CB,53,75,71,50,61,53,67,75,61,71,50,53,49,49,65,53,67,75,61,71,50,53,49,49,65,49
M. Isla,29,Chile,76,76,FenerbahÃ§e SK,CM,72,71,74,70,74,72,75,71,74,74,70,74,66,73,76,72,75,71,74,74,70,74,66,73,76,66
JosuÃ© SÃ¡,25,Portugal,76,80,RSC Anderlecht,CB,57,75,71,56,61,57,69,75,61,71,56,57,56,55,67,57,69,75,61,71,56,57,56,55,67,56
Thiago Maia,20,Brazil,76,83,LOSC Lille,CDM,68,74,75,67,72,68,73,74,72,75,67,69,65,67,73,68,73,74,72,75,67,69,65,67,73,65
B. Espinosa,27,Colombia,76,77,Girona CF,CB,53,75,70,51,59,53,67,75,59,70,51,53,54,51,65,53,67,75,59,70,51,53,54,51,65,54
I. Sosa,30,Argentina,76,76,Tigres U.A.N.L.,ST,75,57,61,75,70,75,62,57,70,61,75,75,75,76,64,75,62,57,70,61,75,75,75,76,64,75
N. TomoviÄ‡,29,Serbia,76,76,Chievo Verona,RB,58,75,72,58,62,58,73,75,62,72,58,62,57,59,72,58,73,75,62,72,58,62,57,59,72,57
R. Brady,25,Republic of Ireland,76,79,Burnley,LB,74,67,70,74,73,74,72,67,73,70,74,75,72,75,73,74,72,67,73,70,74,75,72,75,73,72
L. MarkoviÄ‡,23,Serbia,76,80,Liverpool,CF,75,50,56,75,68,75,59,50,68,56,75,75,71,76,61,75,59,50,68,56,75,75,71,76,61,71
P. Aguilar,30,Paraguay,76,76,Club AmÃ©rica,CB,55,75,69,55,59,55,67,75,59,69,55,55,58,54,64,55,67,75,59,69,55,55,58,54,64,58
N. Viergever,27,Netherlands,76,76,Ajax,LB,61,75,73,61,65,61,74,75,65,73,61,64,61,62,73,61,74,75,65,73,61,64,61,62,73,61
R. Civelli,33,Argentina,76,76,Banfield,CB,51,75,67,52,56,51,65,75,56,67,52,51,58,50,62,51,65,75,56,67,52,51,58,50,62,58
S. De Maio,30,France,76,76,Bologna,CB,43,75,65,44,49,43,64,75,49,65,44,44,46,41,60,43,64,75,49,65,44,44,46,41,60,46
S. Brown,32,Scotland,76,76,Celtic,CDM,69,72,75,67,72,69,72,72,72,75,67,70,64,68,73,69,72,72,72,75,67,70,64,68,73,64
D. Cvitanich,33,Argentina,76,76,Banfield,ST,72,49,53,74,66,72,52,49,66,53,74,71,75,72,54,72,52,49,66,53,74,71,75,72,54,75
J. Morrison,31,Scotland,76,76,West Bromwich Albion,CM,75,62,68,74,74,75,67,62,74,68,74,75,72,75,70,75,67,62,74,68,74,75,72,75,70,72
A. Sulu,31,Turkey,76,76,SV Darmstadt 98,CB,53,75,68,54,57,53,68,75,57,68,54,55,58,53,65,53,68,75,57,68,54,55,58,53,65,58
R. SaÃ¯ss,27,Morocco,76,78,Wolverhampton Wanderers,CB,66,74,75,64,70,66,71,74,70,75,64,66,63,64,70,66,71,74,70,75,64,66,63,64,70,63
MaurÃ­cio,28,Brazil,76,76,PAOK Thessaloniki,CDM,76,73,75,74,76,76,73,73,76,75,74,74,72,74,74,76,73,73,76,75,74,74,72,74,74,72
